"","posteam.y","off_stat"
"1","KC",0.981520169228365
"2","NE",0.799351351193513
"3","NE",0.79185948528549
"4","DEN",0.708551037997953
"5","NE",1.38246199240479
"6","PHI",0.89100624676867
"7","NE",0.855503828516875
"8","KC",0.968753118104098
"9","TB",0.708669921158656
"10","LA",0.88575122844261
