"","defteam","official_stat","official_stat_2"
"1","SEA",0.488953488372093,1.0509950649937
"2","DEN",2.72794117647059,1.00745006977985
"3","PHI",0.595340811044003,0.991883503608238
"4","NE",0.691567628749293,0.895621491266219
"5","TB",0.737373737373737,1.2793090043709
"6","LA",0.860364267129228,1.0595342019711
"7","KC",1.15589016829052,0.977209492635012
"8","KC_19",0.874595469255664,0.91793240683191
"9","NE_14",0.96042216358839,1.29497961405578
"10","NE_16",0.565985130111524,0.572148307571904
